"title"|"film_language"|"category"|"first_name"|"last_name"|"length"|"rating"|"rental_rate"|"replacement_cost"|"total_earning"
"Barefoot Manchurian"|"English             "|"Action"|"Elvis"|"Marx"|129|"G"|"2,99"|"15,99"|"59,83"
"Clones Pinocchio"|"English             "|"Music"|"Sidney"|"Crowe"|124|"R"|"2,99"|"16,99"|"59,83"
"Barefoot Manchurian"|"English             "|"Action"|"Jennifer"|"Davis"|129|"G"|"2,99"|"15,99"|"59,83"
"Clones Pinocchio"|"English             "|"Music"|"Salma"|"Nolte"|124|"R"|"2,99"|"16,99"|"59,83"
"Barefoot Manchurian"|"English             "|"Action"|"Ed"|"Mansfield"|129|"G"|"2,99"|"15,99"|"59,83"
"Barefoot Manchurian"|"English             "|"Action"|"Will"|"Wilson"|129|"G"|"2,99"|"15,99"|"59,83"
"Barefoot Manchurian"|"English             "|"Action"|"Morgan"|"Williams"|129|"G"|"2,99"|"15,99"|"59,83"
"Barefoot Manchurian"|"English             "|"Action"|"Milla"|"Peck"|129|"G"|"2,99"|"15,99"|"59,83"
"Barefoot Manchurian"|"English             "|"Action"|"Kirk"|"Jovovich"|129|"G"|"2,99"|"15,99"|"59,83"
"Barefoot Manchurian"|"English             "|"Action"|"Daryl"|"Crawford"|129|"G"|"2,99"|"15,99"|"59,83"
"Clones Pinocchio"|"English             "|"Music"|"Angela"|"Hudson"|124|"R"|"2,99"|"16,99"|"59,83"
"Clones Pinocchio"|"English             "|"Music"|"Matthew"|"Johansson"|124|"R"|"2,99"|"16,99"|"59,83"
"Clones Pinocchio"|"English             "|"Music"|"Meryl"|"Gibson"|124|"R"|"2,99"|"16,99"|"59,83"
"Homicide Peach"|"English             "|"Family"|"Albert"|"Nolte"|141|"PG-13"|"2,99"|"21,99"|"59,82"
"Homicide Peach"|"English             "|"Family"|"Bob"|"Fawcett"|141|"PG-13"|"2,99"|"21,99"|"59,82"
"Homicide Peach"|"English             "|"Family"|"Groucho"|"Sinatra"|141|"PG-13"|"2,99"|"21,99"|"59,82"
"Homicide Peach"|"English             "|"Family"|"Harrison"|"Bale"|141|"PG-13"|"2,99"|"21,99"|"59,82"
"Homicide Peach"|"English             "|"Family"|"Jayne"|"Neeson"|141|"PG-13"|"2,99"|"21,99"|"59,82"
"Homicide Peach"|"English             "|"Family"|"Kenneth"|"Torn"|141|"PG-13"|"2,99"|"21,99"|"59,82"
"Homicide Peach"|"English             "|"Family"|"Frances"|"Day-Lewis"|141|"PG-13"|"2,99"|"21,99"|"59,82"
"Homicide Peach"|"English             "|"Family"|"Mae"|"Hoffman"|141|"PG-13"|"2,99"|"21,99"|"59,82"
"Smile Earring"|"English             "|"Travel"|"Jeff"|"Silverstone"|60|"G"|"2,99"|"29,99"|"58,90"
"Smile Earring"|"English             "|"Travel"|"Anne"|"Cronyn"|60|"G"|"2,99"|"29,99"|"58,90"
"Smile Earring"|"English             "|"Travel"|"Ed"|"Guiness"|60|"G"|"2,99"|"29,99"|"58,90"
"Smile Earring"|"English             "|"Travel"|"Groucho"|"Sinatra"|60|"G"|"2,99"|"29,99"|"58,90"
"Smile Earring"|"English             "|"Travel"|"Russell"|"Temple"|60|"G"|"2,99"|"29,99"|"58,90"
"Smile Earring"|"English             "|"Travel"|"Nick"|"Wahlberg"|60|"G"|"2,99"|"29,99"|"58,90"
"Smile Earring"|"English             "|"Travel"|"Johnny"|"Lollobrigida"|60|"G"|"2,99"|"29,99"|"58,90"
"Smile Earring"|"English             "|"Travel"|"Joe"|"Swank"|60|"G"|"2,99"|"29,99"|"58,90"
"Sweet Brotherhood"|"English             "|"Travel"|"Meryl"|"Allen"|185|"R"|"2,99"|"27,99"|"58,89"
"Sweet Brotherhood"|"English             "|"Travel"|"Jon"|"Chase"|185|"R"|"2,99"|"27,99"|"58,89"
"Sweet Brotherhood"|"English             "|"Travel"|"Milla"|"Keitel"|185|"R"|"2,99"|"27,99"|"58,89"
"Sweet Brotherhood"|"English             "|"Travel"|"River"|"Dean"|185|"R"|"2,99"|"27,99"|"58,89"
"Sweet Brotherhood"|"English             "|"Travel"|"Spencer"|"Depp"|185|"R"|"2,99"|"27,99"|"58,89"
"Sweet Brotherhood"|"English             "|"Travel"|"Olympia"|"Pfeiffer"|185|"R"|"2,99"|"27,99"|"58,89"
"Nash Chocolat"|"English             "|"Animation"|"Judy"|"Dean"|180|"PG-13"|"2,99"|"21,99"|"58,87"
"Nash Chocolat"|"English             "|"Animation"|"Harrison"|"Bale"|180|"PG-13"|"2,99"|"21,99"|"58,87"
"Nash Chocolat"|"English             "|"Animation"|"Humphrey"|"Garland"|180|"PG-13"|"2,99"|"21,99"|"58,87"
"Nash Chocolat"|"English             "|"Animation"|"Angela"|"Hudson"|180|"PG-13"|"2,99"|"21,99"|"58,87"
"Nash Chocolat"|"English             "|"Animation"|"Bela"|"Walken"|180|"PG-13"|"2,99"|"21,99"|"58,87"
"Nash Chocolat"|"English             "|"Animation"|"Ben"|"Harris"|180|"PG-13"|"2,99"|"21,99"|"58,87"
"Nash Chocolat"|"English             "|"Animation"|"Ben"|"Willis"|180|"PG-13"|"2,99"|"21,99"|"58,87"
"Doom Dancing"|"English             "|"Comedy"|"Chris"|"Depp"|68|"R"|"0,99"|"13,99"|"58,83"
"Doom Dancing"|"English             "|"Comedy"|"Warren"|"Nolte"|68|"R"|"0,99"|"13,99"|"58,83"
"Doom Dancing"|"English             "|"Comedy"|"Nick"|"Stallone"|68|"R"|"0,99"|"13,99"|"58,83"
"Doom Dancing"|"English             "|"Comedy"|"Mae"|"Hoffman"|68|"R"|"0,99"|"13,99"|"58,83"
"Doom Dancing"|"English             "|"Comedy"|"Jessica"|"Bailey"|68|"R"|"0,99"|"13,99"|"58,83"
"Doom Dancing"|"English             "|"Comedy"|"Christian"|"Akroyd"|68|"R"|"0,99"|"13,99"|"58,83"
"Doom Dancing"|"English             "|"Comedy"|"Woody"|"Jolie"|68|"R"|"0,99"|"13,99"|"58,83"
"Doom Dancing"|"English             "|"Comedy"|"Cameron"|"Streep"|68|"R"|"0,99"|"13,99"|"58,83"
"Fury Murder"|"English             "|"Children"|"Woody"|"Jolie"|178|"PG-13"|"0,99"|"28,99"|"58,83"
"Fury Murder"|"English             "|"Children"|"Laura"|"Brody"|178|"PG-13"|"0,99"|"28,99"|"58,83"
"Fury Murder"|"English             "|"Children"|"Kirk"|"Jovovich"|178|"PG-13"|"0,99"|"28,99"|"58,83"
"Fury Murder"|"English             "|"Children"|"Karl"|"Berry"|178|"PG-13"|"0,99"|"28,99"|"58,83"
"Fiction Christmas"|"English             "|"Foreign"|"Cuba"|"Allen"|72|"PG"|"0,99"|"14,99"|"58,81"
"Fiction Christmas"|"English             "|"Foreign"|"Kevin"|"Bloom"|72|"PG"|"0,99"|"14,99"|"58,81"
"Fiction Christmas"|"English             "|"Foreign"|"Lisa"|"Monroe"|72|"PG"|"0,99"|"14,99"|"58,81"
"Fiction Christmas"|"English             "|"Foreign"|"Mary"|"Keitel"|72|"PG"|"0,99"|"14,99"|"58,81"
"Fiction Christmas"|"English             "|"Foreign"|"Matthew"|"Carrey"|72|"PG"|"0,99"|"14,99"|"58,81"
"Fiction Christmas"|"English             "|"Foreign"|"Rock"|"Dukakis"|72|"PG"|"0,99"|"14,99"|"58,81"
"Fiction Christmas"|"English             "|"Foreign"|"Adam"|"Hopper"|72|"PG"|"0,99"|"14,99"|"58,81"
"Chicken Hellfighters"|"English             "|"Documentary"|"Henry"|"Berry"|122|"PG"|"0,99"|"24,99"|"58,81"
"Chicken Hellfighters"|"English             "|"Documentary"|"Kirsten"|"Paltrow"|122|"PG"|"0,99"|"24,99"|"58,81"
"Fiction Christmas"|"English             "|"Foreign"|"Alec"|"Wayne"|72|"PG"|"0,99"|"14,99"|"58,81"
"Packer Madigan"|"English             "|"Animation"|"Tim"|"Hackman"|84|"PG-13"|"0,99"|"20,99"|"58,80"
"Hills Neighbors"|"English             "|"Action"|"Christian"|"Akroyd"|93|"G"|"0,99"|"29,99"|"58,79"
"Hills Neighbors"|"English             "|"Action"|"Renee"|"Ball"|93|"G"|"0,99"|"29,99"|"58,79"
"Hills Neighbors"|"English             "|"Action"|"Dan"|"Harris"|93|"G"|"0,99"|"29,99"|"58,79"
"Hills Neighbors"|"English             "|"Action"|"Vivien"|"Bergen"|93|"G"|"0,99"|"29,99"|"58,79"
"Hills Neighbors"|"English             "|"Action"|"Natalie"|"Hopkins"|93|"G"|"0,99"|"29,99"|"58,79"
"Hills Neighbors"|"English             "|"Action"|"Jon"|"Chase"|93|"G"|"0,99"|"29,99"|"58,79"
"Lambs Cincinatti"|"English             "|"Games"|"Woody"|"Hoffman"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"October Submarine"|"English             "|"Classics"|"Sean"|"Guiness"|54|"PG-13"|"4,99"|"10,99"|"57,90"
"Temple Attraction"|"English             "|"Horror"|"Milla"|"Peck"|71|"PG"|"4,99"|"13,99"|"57,90"
"Temple Attraction"|"English             "|"Horror"|"Kenneth"|"Pesci"|71|"PG"|"4,99"|"13,99"|"57,90"
"Temple Attraction"|"English             "|"Horror"|"Jane"|"Jackman"|71|"PG"|"4,99"|"13,99"|"57,90"
"Temple Attraction"|"English             "|"Horror"|"Groucho"|"Dunst"|71|"PG"|"4,99"|"13,99"|"57,90"
"October Submarine"|"English             "|"Classics"|"Liza"|"Bergman"|54|"PG-13"|"4,99"|"10,99"|"57,90"
"October Submarine"|"English             "|"Classics"|"Grace"|"Mostel"|54|"PG-13"|"4,99"|"10,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Walter"|"Torn"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Val"|"Bolger"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Scarlett"|"Damon"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Reese"|"Kilmer"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Mena"|"Temple"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Mena"|"Hopper"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"October Submarine"|"English             "|"Classics"|"Emily"|"Dee"|54|"PG-13"|"4,99"|"10,99"|"57,90"
"October Submarine"|"English             "|"Classics"|"Cameron"|"Wray"|54|"PG-13"|"4,99"|"10,99"|"57,90"
"Temple Attraction"|"English             "|"Horror"|"Christopher"|"West"|71|"PG"|"4,99"|"13,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Lucille"|"Dee"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Julia"|"Zellweger"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Julia"|"Barrymore"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Jayne"|"Nolte"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Fay"|"Winslet"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Christian"|"Neeson"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Cameron"|"Zellweger"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Lambs Cincinatti"|"English             "|"Games"|"Burt"|"Posey"|144|"PG-13"|"4,99"|"18,99"|"57,90"
"Sierra Divide"|"English             "|"Sports"|"Russell"|"Bacall"|135|"NC-17"|"0,99"|"12,99"|"57,85"
"Sierra Divide"|"English             "|"Sports"|"Gina"|"Degeneres"|135|"NC-17"|"0,99"|"12,99"|"57,85"
"Sierra Divide"|"English             "|"Sports"|"Jim"|"Mostel"|135|"NC-17"|"0,99"|"12,99"|"57,85"
"Sierra Divide"|"English             "|"Sports"|"Walter"|"Torn"|135|"NC-17"|"0,99"|"12,99"|"57,85"
"Sierra Divide"|"English             "|"Sports"|"Mary"|"Keitel"|135|"NC-17"|"0,99"|"12,99"|"57,85"
"Fireball Philadelphia"|"English             "|"Comedy"|"Val"|"Bolger"|148|"PG"|"0,99"|"25,99"|"57,81"
"Fireball Philadelphia"|"English             "|"Comedy"|"Jude"|"Cruise"|148|"PG"|"0,99"|"25,99"|"57,81"
"Fireball Philadelphia"|"English             "|"Comedy"|"Adam"|"Grant"|148|"PG"|"0,99"|"25,99"|"57,81"
"Fireball Philadelphia"|"English             "|"Comedy"|"Frances"|"Tomei"|148|"PG"|"0,99"|"25,99"|"57,81"
"Fireball Philadelphia"|"English             "|"Comedy"|"James"|"Pitt"|148|"PG"|"0,99"|"25,99"|"57,81"
"Brannigan Sunrise"|"English             "|"New"|"Kenneth"|"Hoffman"|121|"PG"|"4,99"|"27,99"|"56,91"
"Brannigan Sunrise"|"English             "|"New"|"Rip"|"Crawford"|121|"PG"|"4,99"|"27,99"|"56,91"
"Element Freddy"|"English             "|"Comedy"|"Meryl"|"Gibson"|115|"NC-17"|"4,99"|"28,99"|"56,90"
"Element Freddy"|"English             "|"Comedy"|"Angela"|"Hudson"|115|"NC-17"|"4,99"|"28,99"|"56,90"
"Element Freddy"|"English             "|"Comedy"|"Kirk"|"Jovovich"|115|"NC-17"|"4,99"|"28,99"|"56,90"
"Element Freddy"|"English             "|"Comedy"|"Bela"|"Walken"|115|"NC-17"|"4,99"|"28,99"|"56,90"
"Opposite Necklace"|"English             "|"Family"|"Groucho"|"Williams"|92|"PG"|"4,99"|"9,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Kenneth"|"Hoffman"|161|"PG"|"2,99"|"11,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Charlize"|"Dench"|161|"PG"|"2,99"|"11,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Cate"|"Mcqueen"|161|"PG"|"2,99"|"11,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Alan"|"Dreyfuss"|161|"PG"|"2,99"|"11,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Kirsten"|"Akroyd"|161|"PG"|"2,99"|"11,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Morgan"|"Williams"|161|"PG"|"2,99"|"11,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Rip"|"Crawford"|161|"PG"|"2,99"|"11,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Scarlett"|"Damon"|161|"PG"|"2,99"|"11,99"|"56,89"
"Meet Chocolate"|"English             "|"Foreign"|"Groucho"|"Williams"|80|"G"|"2,99"|"26,99"|"56,89"
"Meet Chocolate"|"English             "|"Foreign"|"Parker"|"Goldberg"|80|"G"|"2,99"|"26,99"|"56,89"
"Meet Chocolate"|"English             "|"Foreign"|"Tim"|"Hackman"|80|"G"|"2,99"|"26,99"|"56,89"
"Meet Chocolate"|"English             "|"Foreign"|"Warren"|"Jackman"|80|"G"|"2,99"|"26,99"|"56,89"
"Meet Chocolate"|"English             "|"Foreign"|"Warren"|"Nolte"|80|"G"|"2,99"|"26,99"|"56,89"
"Meet Chocolate"|"English             "|"Foreign"|"Zero"|"Cage"|80|"G"|"2,99"|"26,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Richard"|"Penn"|83|"R"|"4,99"|"28,99"|"56,89"
"Massage Image"|"English             "|"Animation"|"Kevin"|"Bloom"|161|"PG"|"2,99"|"11,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Ralph"|"Cruz"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Olympia"|"Pfeiffer"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Meg"|"Hawke"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Mary"|"Tandy"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Laura"|"Brody"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Geoffrey"|"Heston"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Emily"|"Dee"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Cuba"|"Olivier"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Charlize"|"Dench"|83|"R"|"4,99"|"28,99"|"56,89"
"Fugitive Maguire"|"English             "|"Travel"|"Alec"|"Wayne"|83|"R"|"4,99"|"28,99"|"56,89"
"Bowfinger Gables"|"English             "|"Horror"|"Will"|"Wilson"|72|"NC-17"|"4,99"|"19,99"|"56,89"
"Bowfinger Gables"|"English             "|"Horror"|"Minnie"|"Zellweger"|72|"NC-17"|"4,99"|"19,99"|"56,89"
"Bowfinger Gables"|"English             "|"Horror"|"Michelle"|"Mcconaughey"|72|"NC-17"|"4,99"|"19,99"|"56,89"
"Bowfinger Gables"|"English             "|"Horror"|"Karl"|"Berry"|72|"NC-17"|"4,99"|"19,99"|"56,89"
"Opposite Necklace"|"English             "|"Family"|"Matthew"|"Leigh"|92|"PG"|"4,99"|"9,99"|"56,89"
"Opposite Necklace"|"English             "|"Family"|"Lucille"|"Dee"|92|"PG"|"4,99"|"9,99"|"56,89"
"Opposite Necklace"|"English             "|"Family"|"Groucho"|"Dunst"|92|"PG"|"4,99"|"9,99"|"56,89"
"Opposite Necklace"|"English             "|"Family"|"Debbie"|"Akroyd"|92|"PG"|"4,99"|"9,99"|"56,89"
"Opposite Necklace"|"English             "|"Family"|"Christian"|"Neeson"|92|"PG"|"4,99"|"9,99"|"56,89"
"Bowfinger Gables"|"English             "|"Horror"|"Carmen"|"Hunt"|72|"NC-17"|"4,99"|"19,99"|"56,89"
"Turn Star"|"English             "|"Animation"|"Mae"|"Hoffman"|80|"G"|"2,99"|"10,99"|"56,88"
"Turn Star"|"English             "|"Animation"|"Reese"|"West"|80|"G"|"2,99"|"10,99"|"56,88"
"Identity Lover"|"English             "|"Sci-Fi"|"Sandra"|"Kilmer"|119|"PG-13"|"2,99"|"12,99"|"56,88"
"Identity Lover"|"English             "|"Sci-Fi"|"Alec"|"Wayne"|119|"PG-13"|"2,99"|"12,99"|"56,88"
"Identity Lover"|"English             "|"Sci-Fi"|"Scarlett"|"Bening"|119|"PG-13"|"2,99"|"12,99"|"56,88"
"Identity Lover"|"English             "|"Sci-Fi"|"Liza"|"Bergman"|119|"PG-13"|"2,99"|"12,99"|"56,88"
"Turn Star"|"English             "|"Animation"|"Ellen"|"Presley"|80|"G"|"2,99"|"10,99"|"56,88"
"Boulevard Mob"|"English             "|"New"|"Morgan"|"Mcdormand"|63|"R"|"0,99"|"11,99"|"56,84"
"Boulevard Mob"|"English             "|"New"|"Angela"|"Witherspoon"|63|"R"|"0,99"|"11,99"|"56,84"
"Boulevard Mob"|"English             "|"New"|"Dan"|"Streep"|63|"R"|"0,99"|"11,99"|"56,84"
"Boulevard Mob"|"English             "|"New"|"Ewan"|"Gooding"|63|"R"|"0,99"|"11,99"|"56,84"
"Boulevard Mob"|"English             "|"New"|"Harvey"|"Hope"|63|"R"|"0,99"|"11,99"|"56,84"
"Boulevard Mob"|"English             "|"New"|"Kirsten"|"Akroyd"|63|"R"|"0,99"|"11,99"|"56,84"
"Boulevard Mob"|"English             "|"New"|"Rip"|"Crawford"|63|"R"|"0,99"|"11,99"|"56,84"
"Boulevard Mob"|"English             "|"New"|"Audrey"|"Olivier"|63|"R"|"0,99"|"11,99"|"56,84"
"Creatures Shakespeare"|"English             "|"Games"|"Groucho"|"Dunst"|139|"NC-17"|"0,99"|"23,99"|"56,84"
"Creatures Shakespeare"|"English             "|"Games"|"Reese"|"West"|139|"NC-17"|"0,99"|"23,99"|"56,84"
"Creatures Shakespeare"|"English             "|"Games"|"Susan"|"Davis"|139|"NC-17"|"0,99"|"23,99"|"56,84"
"Cider Desire"|"English             "|"Documentary"|"Julia"|"Mcqueen"|101|"PG"|"2,99"|"9,99"|"56,83"
"Cider Desire"|"English             "|"Documentary"|"Penelope"|"Pinkett"|101|"PG"|"2,99"|"9,99"|"56,83"
"Cider Desire"|"English             "|"Documentary"|"Frances"|"Day-Lewis"|101|"PG"|"2,99"|"9,99"|"56,83"
"Cider Desire"|"English             "|"Documentary"|"Jon"|"Chase"|101|"PG"|"2,99"|"9,99"|"56,83"
"Cider Desire"|"English             "|"Documentary"|"Jodie"|"Degeneres"|101|"PG"|"2,99"|"9,99"|"56,83"
"River Outlaw"|"English             "|"Sports"|"Kirsten"|"Paltrow"|149|"PG-13"|"0,99"|"29,99"|"56,82"
"River Outlaw"|"English             "|"Sports"|"Warren"|"Nolte"|149|"PG-13"|"0,99"|"29,99"|"56,82"
"River Outlaw"|"English             "|"Sports"|"Lisa"|"Monroe"|149|"PG-13"|"0,99"|"29,99"|"56,82"
"River Outlaw"|"English             "|"Sports"|"Gary"|"Phoenix"|149|"PG-13"|"0,99"|"29,99"|"56,82"
"Double Wrath"|"English             "|"Animation"|"Cary"|"Mcconaughey"|177|"R"|"0,99"|"28,99"|"56,79"
"Double Wrath"|"English             "|"Animation"|"Julianne"|"Dench"|177|"R"|"0,99"|"28,99"|"56,79"
"Double Wrath"|"English             "|"Animation"|"Kevin"|"Bloom"|177|"R"|"0,99"|"28,99"|"56,79"
"Double Wrath"|"English             "|"Animation"|"Daryl"|"Wahlberg"|177|"R"|"0,99"|"28,99"|"56,79"
"Double Wrath"|"English             "|"Animation"|"Frances"|"Day-Lewis"|177|"R"|"0,99"|"28,99"|"56,79"
"Double Wrath"|"English             "|"Animation"|"Gary"|"Penn"|177|"R"|"0,99"|"28,99"|"56,79"
"Double Wrath"|"English             "|"Animation"|"Harrison"|"Bale"|177|"R"|"0,99"|"28,99"|"56,79"
"Double Wrath"|"English             "|"Animation"|"Burt"|"Dukakis"|177|"R"|"0,99"|"28,99"|"56,79"
"Grapes Fury"|"English             "|"Foreign"|"Burt"|"Temple"|155|"G"|"0,99"|"20,99"|"56,77"
"Grapes Fury"|"English             "|"Foreign"|"Lucille"|"Dee"|155|"G"|"0,99"|"20,99"|"56,77"
"Grapes Fury"|"English             "|"Foreign"|"Mary"|"Tandy"|155|"G"|"0,99"|"20,99"|"56,77"
"Grapes Fury"|"English             "|"Foreign"|"Henry"|"Berry"|155|"G"|"0,99"|"20,99"|"56,77"
"Grapes Fury"|"English             "|"Foreign"|"Carmen"|"Hunt"|155|"G"|"0,99"|"20,99"|"56,77"
"State Wasteland"|"English             "|"Games"|"Jada"|"Ryder"|113|"NC-17"|"2,99"|"13,99"|"55,89"
"State Wasteland"|"English             "|"Games"|"William"|"Hackman"|113|"NC-17"|"2,99"|"13,99"|"55,89"
"State Wasteland"|"English             "|"Games"|"Meryl"|"Gibson"|113|"NC-17"|"2,99"|"13,99"|"55,89"
"State Wasteland"|"English             "|"Games"|"Sandra"|"Kilmer"|113|"NC-17"|"2,99"|"13,99"|"55,89"
"State Wasteland"|"English             "|"Games"|"Penelope"|"Pinkett"|113|"NC-17"|"2,99"|"13,99"|"55,89"
"State Wasteland"|"English             "|"Games"|"Ed"|"Mansfield"|113|"NC-17"|"2,99"|"13,99"|"55,89"
"State Wasteland"|"English             "|"Games"|"Dan"|"Torn"|113|"NC-17"|"2,99"|"13,99"|"55,89"
"Beach Heartbreakers"|"English             "|"Documentary"|"Frances"|"Tomei"|122|"G"|"2,99"|"16,99"|"55,86"
"Analyze Hoosiers"|"English             "|"Horror"|"Tom"|"Miranda"|181|"R"|"2,99"|"19,99"|"55,86"
"Beach Heartbreakers"|"English             "|"Documentary"|"Ben"|"Willis"|122|"G"|"2,99"|"16,99"|"55,86"
"Analyze Hoosiers"|"English             "|"Horror"|"Ed"|"Guiness"|181|"R"|"2,99"|"19,99"|"55,86"
"Analyze Hoosiers"|"English             "|"Horror"|"Jessica"|"Bailey"|181|"R"|"2,99"|"19,99"|"55,86"
"Analyze Hoosiers"|"English             "|"Horror"|"Greta"|"Malden"|181|"R"|"2,99"|"19,99"|"55,86"
"Analyze Hoosiers"|"English             "|"Horror"|"Tom"|"Mckellen"|181|"R"|"2,99"|"19,99"|"55,86"
"Beach Heartbreakers"|"English             "|"Documentary"|"Woody"|"Hoffman"|122|"G"|"2,99"|"16,99"|"55,86"
"Beach Heartbreakers"|"English             "|"Documentary"|"Nick"|"Stallone"|122|"G"|"2,99"|"16,99"|"55,86"
"Beach Heartbreakers"|"English             "|"Documentary"|"Mena"|"Temple"|122|"G"|"2,99"|"16,99"|"55,86"
"Beach Heartbreakers"|"English             "|"Documentary"|"Harvey"|"Hope"|122|"G"|"2,99"|"16,99"|"55,86"
"Beach Heartbreakers"|"English             "|"Documentary"|"Gene"|"Willis"|122|"G"|"2,99"|"16,99"|"55,86"
"Mummy Creatures"|"English             "|"Sports"|"Angelina"|"Astaire"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Walter"|"Torn"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Tim"|"Hackman"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Spencer"|"Peck"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Sidney"|"Crowe"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Russell"|"Bacall"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Rock"|"Dukakis"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Kevin"|"Bloom"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Helen"|"Voight"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Goldie"|"Brody"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Gina"|"Degeneres"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Dan"|"Streep"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Mummy Creatures"|"English             "|"Sports"|"Audrey"|"Bailey"|160|"NC-17"|"0,99"|"15,99"|"55,85"
"Greek Everyone"|"English             "|"Foreign"|"Sissy"|"Sobieski"|176|"PG"|"2,99"|"11,99"|"55,83"
"Greek Everyone"|"English             "|"Foreign"|"Rip"|"Winslet"|176|"PG"|"2,99"|"11,99"|"55,83"
"Greek Everyone"|"English             "|"Foreign"|"Burt"|"Dukakis"|176|"PG"|"2,99"|"11,99"|"55,83"
"Greek Everyone"|"English             "|"Foreign"|"Cate"|"Harris"|176|"PG"|"2,99"|"11,99"|"55,83"
"Straight Hours"|"English             "|"Sports"|"Burt"|"Temple"|151|"R"|"0,99"|"19,99"|"55,81"
"Straight Hours"|"English             "|"Sports"|"Humphrey"|"Willis"|151|"R"|"0,99"|"19,99"|"55,81"
"Straight Hours"|"English             "|"Sports"|"Dan"|"Harris"|151|"R"|"0,99"|"19,99"|"55,81"
"Magnificent Chitty"|"English             "|"Classics"|"Kenneth"|"Torn"|53|"R"|"2,99"|"27,99"|"54,92"
"Magnificent Chitty"|"English             "|"Classics"|"Cuba"|"Birch"|53|"R"|"2,99"|"27,99"|"54,92"
